TransactionID,LeaseID,TenantID,UnitID,DueDate,PaidDate,AmountDue,AmountPaid
TX00618_202301,L00618,T0948,U0138,2023-01-01,2023-01-01,2462,2462
TX00619_202402,L00619,T0974,U0120,2024-02-01,2024-02-01,1573,1573
TX00619_202403,L00619,T0974,U0120,2024-03-01,2024-03-01,1573,1573
TX00619_202404,L00619,T0974,U0120,2024-04-01,2024-04-01,1573,1573
TX00619_202405,L00619,T0974,U0120,2024-05-01,2024-05-02,1573,1573
TX00619_202406,L00619,T0974,U0120,2024-06-01,2024-06-02,1573,1573
TX00619_202407,L00619,T0974,U0120,2024-07-01,2024-07-01,1573,1473
TX00619_202408,L00619,T0974,U0120,2024-08-01,2024-08-02,1573,1573
TX00619_202409,L00619,T0974,U0120,2024-09-01,2024-09-04,1573,1473
TX00619_202410,L00619,T0974,U0120,2024-10-01,2024-10-01,1573,1523
TX00619_202411,L00619,T0974,U0120,2024-11-01,2024-11-04,1573,1573
TX00619_202412,L00619,T0974,U0120,2024-12-01,2024-12-04,1573,1573
TX00619_202501,L00619,T0974,U0120,2025-01-01,2025-01-02,1573,1573
TX00619_202502,L00619,T0974,U0120,2025-02-01,2025-02-01,1573,1523
TX00619_202503,L00619,T0974,U0120,2025-03-01,2025-03-04,1573,1473
TX00619_202504,L00619,T0974,U0120,2025-04-01,2025-04-01,1573,1573
TX00619_202505,L00619,T0974,U0120,2025-05-01,2025-05-04,1573,1573
TX00619_202506,L00619,T0974,U0120,2025-06-01,2025-06-02,1573,1523
TX00620_202509,L00620,T0584,U0064,2025-09-01,2025-09-01,1614,1614
TX00620_202510,L00620,T0584,U0064,2025-10-01,2025-10-02,1614,1614
TX00620_202511,L00620,T0584,U0064,2025-11-01,2025-11-02,1614,1614
TX00620_202512,L00620,T0584,U0064,2025-12-01,2025-12-01,1614,1564
TX00620_202601,L00620,T0584,U0064,2026-01-01,2026-01-02,1614,1614
TX00620_202602,L00620,T0584,U0064,2026-02-01,2026-02-01,1614,1614
TX00620_202603,L00620,T0584,U0064,2026-03-01,2026-03-21,1614,1614
TX00620_202604,L00620,T0584,U0064,2026-04-01,2026-04-02,1614,1614
TX00621_202512,L00621,T0398,U0106,2025-12-01,2025-12-02,1667,1617
TX00621_202601,L00621,T0398,U0106,2026-01-01,2026-01-04,1667,1667
TX00621_202602,L00621,T0398,U0106,2026-02-01,2026-02-11,1667,1667
TX00621_202603,L00621,T0398,U0106,2026-03-01,2026-03-02,1667,1667
TX00621_202604,L00621,T0398,U0106,2026-04-01,2026-04-02,1667,1667
TX00621_202605,L00621,T0398,U0106,2026-05-01,2026-05-11,1667,1642
TX00621_202606,L00621,T0398,U0106,2026-06-01,2026-06-01,1667,1667
TX00621_202607,L00621,T0398,U0106,2026-07-01,2026-07-04,1667,1667
TX00621_202608,L00621,T0398,U0106,2026-08-01,2026-08-01,1667,1667
TX00621_202609,L00621,T0398,U0106,2026-09-01,2026-09-01,1667,1667
TX00621_202610,L00621,T0398,U0106,2026-10-01,2026-10-02,1667,1667
TX00622_202109,L00622,T0816,U0146,2021-09-01,2021-09-02,1698,1598
TX00622_202110,L00622,T0816,U0146,2021-10-01,2021-10-04,1698,1698
TX00622_202111,L00622,T0816,U0146,2021-11-01,2021-11-01,1698,1698
TX00622_202112,L00622,T0816,U0146,2021-12-01,2021-12-01,1698,1673
TX00622_202201,L00622,T0816,U0146,2022-01-01,2022-01-01,1698,1698
TX00622_202202,L00622,T0816,U0146,2022-02-01,2022-02-04,1698,1698
TX00622_202203,L00622,T0816,U0146,2022-03-01,2022-03-04,1698,1648
TX00622_202204,L00622,T0816,U0146,2022-04-01,2022-04-01,1698,1598
TX00622_202205,L00622,T0816,U0146,2022-05-01,2022-05-01,1698,1598
TX00622_202206,L00622,T0816,U0146,2022-06-01,2022-06-02,1698,1673
TX00622_202207,L00622,T0816,U0146,2022-07-01,2022-07-04,1698,1698
TX00622_202208,L00622,T0816,U0146,2022-08-01,2022-08-02,1698,1598
TX00622_202209,L00622,T0816,U0146,2022-09-01,2022-09-11,1698,1698
TX00622_202210,L00622,T0816,U0146,2022-10-01,2022-10-02,1698,1698
TX00622_202211,L00622,T0816,U0146,2022-11-01,2022-11-04,1698,1698
TX00622_202212,L00622,T0816,U0146,2022-12-01,2022-12-04,1698,1698
TX00622_202301,L00622,T0816,U0146,2023-01-01,2023-01-01,1698,1698
TX00622_202302,L00622,T0816,U0146,2023-02-01,2023-02-01,1698,1698
TX00622_202303,L00622,T0816,U0146,2023-03-01,2023-03-01,1698,1698
TX00622_202304,L00622,T0816,U0146,2023-04-01,2023-04-01,1698,1698
TX00622_202305,L00622,T0816,U0146,2023-05-01,2023-05-01,1698,1698
TX00622_202306,L00622,T0816,U0146,2023-06-01,2023-06-01,1698,1673
TX00622_202307,L00622,T0816,U0146,2023-07-01,2023-07-01,1698,1698
TX00623_202601,L00623,T0888,U0136,2026-01-01,2026-01-11,2268,2268
TX00623_202602,L00623,T0888,U0136,2026-02-01,2026-02-04,2268,2168
TX00623_202603,L00623,T0888,U0136,2026-03-01,2026-03-02,2268,2268
TX00623_202604,L00623,T0888,U0136,2026-04-01,2026-04-01,2268,2268
TX00623_202605,L00623,T0888,U0136,2026-05-01,2026-05-02,2268,2268
TX00623_202606,L00623,T0888,U0136,2026-06-01,2026-06-01,2268,2218
TX00623_202607,L00623,T0888,U0136,2026-07-01,2026-07-01,2268,2243
TX00623_202608,L00623,T0888,U0136,2026-08-01,2026-08-02,2268,2268
TX00623_202609,L00623,T0888,U0136,2026-09-01,2026-09-01,2268,2268
TX00623_202610,L00623,T0888,U0136,2026-10-01,2026-10-02,2268,2268
TX00623_202611,L00623,T0888,U0136,2026-11-01,2026-11-02,2268,2268
TX00623_202612,L00623,T0888,U0136,2026-12-01,2026-12-04,2268,2268
TX00623_202701,L00623,T0888,U0136,2027-01-01,2027-01-02,2268,2268
TX00624_202402,L00624,T0343,U0410,2024-02-01,2024-02-01,743,743
TX00624_202403,L00624,T0343,U0410,2024-03-01,2024-03-04,743,643
TX00624_202404,L00624,T0343,U0410,2024-04-01,2024-04-01,743,743
TX00624_202405,L00624,T0343,U0410,2024-05-01,2024-05-01,743,743
TX00624_202406,L00624,T0343,U0410,2024-06-01,2024-06-01,743,743
TX00624_202407,L00624,T0343,U0410,2024-07-01,2024-07-02,743,743
TX00624_202408,L00624,T0343,U0410,2024-08-01,2024-08-01,743,743
TX00624_202409,L00624,T0343,U0410,2024-09-01,2024-09-02,743,743
TX00624_202410,L00624,T0343,U0410,2024-10-01,2024-10-01,743,693
TX00624_202411,L00624,T0343,U0410,2024-11-01,2024-11-04,743,743
TX00624_202412,L00624,T0343,U0410,2024-12-01,2024-12-02,743,743
TX00624_202501,L00624,T0343,U0410,2025-01-01,2025-01-11,743,643
TX00624_202502,L00624,T0343,U0410,2025-02-01,2025-02-02,743,743
TX00624_202503,L00624,T0343,U0410,2025-03-01,2025-03-02,743,718
TX00624_202504,L00624,T0343,U0410,2025-04-01,2025-04-11,743,743
TX00624_202505,L00624,T0343,U0410,2025-05-01,2025-05-04,743,743
TX00624_202506,L00624,T0343,U0410,2025-06-01,2025-06-01,743,743
TX00625_202310,L00625,T0963,U0161,2023-10-01,2023-10-01,1208,1208
TX00625_202311,L00625,T0963,U0161,2023-11-01,2023-11-02,1208,1108
TX00625_202312,L00625,T0963,U0161,2023-12-01,2023-12-11,1208,1208
TX00625_202401,L00625,T0963,U0161,2024-01-01,2024-01-01,1208,1183
TX00625_202402,L00625,T0963,U0161,2024-02-01,2024-02-02,1208,1158
TX00625_202403,L00625,T0963,U0161,2024-03-01,2024-03-01,1208,1158
TX00625_202404,L00625,T0963,U0161,2024-04-01,2024-04-02,1208,1208
TX00625_202405,L00625,T0963,U0161,2024-05-01,2024-05-01,1208,1158
TX00625_202406,L00625,T0963,U0161,2024-06-01,2024-06-02,1208,1108
TX00625_202407,L00625,T0963,U0161,2024-07-01,2024-07-04,1208,1208
TX00625_202408,L00625,T0963,U0161,2024-08-01,2024-08-02,1208,1208
TX00625_202409,L00625,T0963,U0161,2024-09-01,2024-09-02,1208,1208
TX00626_202212,L00626,T0139,U0427,2022-12-01,2022-12-02,1888,1888
TX00626_202301,L00626,T0139,U0427,2023-01-01,2023-01-01,1888,1888
TX00626_202302,L00626,T0139,U0427,2023-02-01,2023-02-02,1888,1788
TX00626_202303,L00626,T0139,U0427,2023-03-01,2023-03-02,1888,1863
TX00626_202304,L00626,T0139,U0427,2023-04-01,2023-04-01,1888,1888
TX00626_202305,L00626,T0139,U0427,2023-05-01,2023-05-02,1888,1863
TX00626_202306,L00626,T0139,U0427,2023-06-01,2023-06-02,1888,1888
TX00626_202307,L00626,T0139,U0427,2023-07-01,2023-07-04,1888,1888
TX00626_202308,L00626,T0139,U0427,2023-08-01,2023-08-01,1888,1888
TX00627_202107,L00627,T0186,U0451,2021-07-01,2021-07-01,2091,1991
TX00627_202108,L00627,T0186,U0451,2021-08-01,2021-08-02,2091,2091
TX00627_202109,L00627,T0186,U0451,2021-09-01,2021-09-11,2091,1991
TX00627_202110,L00627,T0186,U0451,2021-10-01,2021-10-02,2091,2041
TX00627_202111,L00627,T0186,U0451,2021-11-01,2021-11-01,2091,2041
TX00627_202112,L00627,T0186,U0451,2021-12-01,2021-12-01,2091,2091
TX00627_202201,L00627,T0186,U0451,2022-01-01,2022-01-01,2091,1991
TX00627_202202,L00627,T0186,U0451,2022-02-01,2022-02-01,2091,2091
TX00627_202203,L00627,T0186,U0451,2022-03-01,2022-03-02,2091,2091
TX00627_202204,L00627,T0186,U0451,2022-04-01,2022-04-04,2091,2066
TX00627_202205,L00627,T0186,U0451,2022-05-01,2022-05-04,2091,2091
TX00627_202206,L00627,T0186,U0451,2022-06-01,2022-06-01,2091,2091
TX00627_202207,L00627,T0186,U0451,2022-07-01,2022-07-11,2091,2091
TX00627_202208,L00627,T0186,U0451,2022-08-01,2022-08-01,2091,2091
TX00627_202209,L00627,T0186,U0451,2022-09-01,2022-09-02,2091,2091
TX00627_202210,L00627,T0186,U0451,2022-10-01,2022-10-04,2091,2091
TX00627_202211,L00627,T0186,U0451,2022-11-01,2022-11-02,2091,2091
TX00627_202212,L00627,T0186,U0451,2022-12-01,2022-12-01,2091,1991
TX00627_202301,L00627,T0186,U0451,2023-01-01,2023-01-01,2091,2091
TX00627_202302,L00627,T0186,U0451,2023-02-01,2023-02-04,2091,2091
TX00627_202303,L00627,T0186,U0451,2023-03-01,2023-03-01,2091,2091
TX00628_202211,L00628,T0804,U0099,2022-11-01,2022-11-02,2015,2015
TX00628_202212,L00628,T0804,U0099,2022-12-01,2022-12-02,2015,2015
TX00628_202301,L00628,T0804,U0099,2023-01-01,2023-01-01,2015,2015
TX00628_202302,L00628,T0804,U0099,2023-02-01,2023-02-01,2015,2015
TX00628_202303,L00628,T0804,U0099,2023-03-01,2023-03-02,2015,1915
TX00628_202304,L00628,T0804,U0099,2023-04-01,2023-04-01,2015,2015
TX00628_202305,L00628,T0804,U0099,2023-05-01,2023-05-01,2015,1965
TX00628_202306,L00628,T0804,U0099,2023-06-01,2023-06-11,2015,1915
TX00629_202108,L00629,T0060,U0337,2021-08-01,2021-08-01,1548,1548
TX00629_202109,L00629,T0060,U0337,2021-09-01,2021-09-02,1548,1548
TX00629_202110,L00629,T0060,U0337,2021-10-01,2021-10-04,1548,1548
TX00629_202111,L00629,T0060,U0337,2021-11-01,2021-11-02,1548,1448
TX00629_202112,L00629,T0060,U0337,2021-12-01,2021-12-01,1548,1548
TX00629_202201,L00629,T0060,U0337,2022-01-01,2022-01-01,1548,1548
TX00629_202202,L00629,T0060,U0337,2022-02-01,2022-02-01,1548,1548
TX00629_202203,L00629,T0060,U0337,2022-03-01,2022-03-01,1548,1548
TX00629_202204,L00629,T0060,U0337,2022-04-01,2022-04-04,1548,1548
TX00629_202205,L00629,T0060,U0337,2022-05-01,2022-05-04,1548,1498
TX00629_202206,L00629,T0060,U0337,2022-06-01,2022-06-04,1548,1548
TX00629_202207,L00629,T0060,U0337,2022-07-01,2022-07-01,1548,1523
TX00629_202208,L00629,T0060,U0337,2022-08-01,2022-08-04,1548,1548
TX00630_202502,L00630,T0996,U0398,2025-02-01,2025-02-04,1616,1616
TX00630_202503,L00630,T0996,U0398,2025-03-01,2025-03-04,1616,1616
TX00630_202504,L00630,T0996,U0398,2025-04-01,2025-04-02,1616,1616
TX00630_202505,L00630,T0996,U0398,2025-05-01,2025-05-01,1616,1616
TX00630_202506,L00630,T0996,U0398,2025-06-01,2025-06-11,1616,1616
TX00630_202507,L00630,T0996,U0398,2025-07-01,2025-07-02,1616,1616
TX00630_202508,L00630,T0996,U0398,2025-08-01,2025-08-04,1616,1616
TX00630_202509,L00630,T0996,U0398,2025-09-01,2025-09-04,1616,1616
TX00630_202510,L00630,T0996,U0398,2025-10-01,2025-10-01,1616,1616
TX00630_202511,L00630,T0996,U0398,2025-11-01,2025-11-11,1616,1616
TX00630_202512,L00630,T0996,U0398,2025-12-01,2025-12-02,1616,1616
TX00630_202601,L00630,T0996,U0398,2026-01-01,2026-01-01,1616,1516
TX00630_202602,L00630,T0996,U0398,2026-02-01,2026-02-02,1616,1566
TX00630_202603,L00630,T0996,U0398,2026-03-01,2026-03-02,1616,1616
TX00630_202604,L00630,T0996,U0398,2026-04-01,2026-04-02,1616,1616
TX00630_202605,L00630,T0996,U0398,2026-05-01,2026-05-04,1616,1616
TX00630_202606,L00630,T0996,U0398,2026-06-01,2026-06-02,1616,1566
TX00630_202607,L00630,T0996,U0398,2026-07-01,2026-07-04,1616,1616
TX00630_202608,L00630,T0996,U0398,2026-08-01,2026-08-04,1616,1616
TX00630_202609,L00630,T0996,U0398,2026-09-01,2026-09-02,1616,1616
TX00631_202402,L00631,T0938,U0306,2024-02-01,2024-02-02,1597,1547
TX00631_202403,L00631,T0938,U0306,2024-03-01,2024-03-01,1597,1597
TX00631_202404,L00631,T0938,U0306,2024-04-01,2024-04-01,1597,1597
TX00631_202405,L00631,T0938,U0306,2024-05-01,2024-05-04,1597,1597
TX00631_202406,L00631,T0938,U0306,2024-06-01,2024-06-01,1597,1547
TX00631_202407,L00631,T0938,U0306,2024-07-01,2024-07-02,1597,1597
TX00631_202408,L00631,T0938,U0306,2024-08-01,2024-08-02,1597,1597
TX00631_202409,L00631,T0938,U0306,2024-09-01,2024-09-01,1597,1597
TX00631_202410,L00631,T0938,U0306,2024-10-01,2024-10-04,1597,1547
TX00631_202411,L00631,T0938,U0306,2024-11-01,2024-11-04,1597,1497
TX00631_202412,L00631,T0938,U0306,2024-12-01,2024-12-21,1597,1572
TX00631_202501,L00631,T0938,U0306,2025-01-01,2025-01-04,1597,1597
TX00631_202502,L00631,T0938,U0306,2025-02-01,2025-02-01,1597,1597
TX00631_202503,L00631,T0938,U0306,2025-03-01,2025-03-01,1597,1497
TX00631_202504,L00631,T0938,U0306,2025-04-01,2025-04-02,1597,1572
TX00631_202505,L00631,T0938,U0306,2025-05-01,2025-05-01,1597,1597
TX00631_202506,L00631,T0938,U0306,2025-06-01,2025-06-01,1597,1547
TX00631_202507,L00631,T0938,U0306,2025-07-01,2025-07-04,1597,1572
TX00631_202508,L00631,T0938,U0306,2025-08-01,2025-08-01,1597,1597
TX00631_202509,L00631,T0938,U0306,2025-09-01,2025-09-01,1597,1597
TX00631_202510,L00631,T0938,U0306,2025-10-01,2025-10-04,1597,1597
TX00631_202511,L00631,T0938,U0306,2025-11-01,2025-11-02,1597,1597
TX00632_202503,L00632,T0379,U0140,2025-03-01,2025-03-02,1498,1498
TX00632_202504,L00632,T0379,U0140,2025-04-01,2025-04-11,1498,1498
TX00632_202505,L00632,T0379,U0140,2025-05-01,2025-05-04,1498,1498
TX00632_202506,L00632,T0379,U0140,2025-06-01,2025-06-04,1498,1498
TX00632_202507,L00632,T0379,U0140,2025-07-01,2025-07-02,1498,1498
TX00632_202508,L00632,T0379,U0140,2025-08-01,2025-08-01,1498,1498
TX00632_202509,L00632,T0379,U0140,2025-09-01,2025-09-11,1498,1498
TX00632_202510,L00632,T0379,U0140,2025-10-01,2025-10-04,1498,1498
TX00632_202511,L00632,T0379,U0140,2025-11-01,2025-11-01,1498,1498
TX00633_202103,L00633,T0709,U0082,2021-03-01,2021-03-01,1575,1575
TX00633_202104,L00633,T0709,U0082,2021-04-01,2021-04-02,1575,1525
TX00633_202105,L00633,T0709,U0082,2021-05-01,2021-05-02,1575,1525
TX00633_202106,L00633,T0709,U0082,2021-06-01,2021-06-01,1575,1575
TX00633_202107,L00633,T0709,U0082,2021-07-01,2021-07-01,1575,1575
TX00633_202108,L00633,T0709,U0082,2021-08-01,2021-08-04,1575,1550
TX00633_202109,L00633,T0709,U0082,2021-09-01,2021-09-01,1575,1550
TX00633_202110,L00633,T0709,U0082,2021-10-01,2021-10-02,1575,1525
TX00633_202111,L00633,T0709,U0082,2021-11-01,2021-11-01,1575,1575
TX00633_202112,L00633,T0709,U0082,2021-12-01,2021-12-04,1575,1575
TX00633_202201,L00633,T0709,U0082,2022-01-01,2022-01-02,1575,1575
TX00633_202202,L00633,T0709,U0082,2022-02-01,2022-02-11,1575,1575
TX00633_202203,L00633,T0709,U0082,2022-03-01,2022-03-02,1575,1550
TX00633_202204,L00633,T0709,U0082,2022-04-01,2022-04-04,1575,1575
TX00633_202205,L00633,T0709,U0082,2022-05-01,2022-05-02,1575,1575
TX00633_202206,L00633,T0709,U0082,2022-06-01,2022-06-01,1575,1575
TX00633_202207,L00633,T0709,U0082,2022-07-01,2022-07-01,1575,1575
TX00633_202208,L00633,T0709,U0082,2022-08-01,2022-08-11,1575,1575
TX00633_202209,L00633,T0709,U0082,2022-09-01,2022-09-02,1575,1575
TX00634_202105,L00634,T0806,U0176,2021-05-01,2021-05-02,2460,2460
TX00634_202106,L00634,T0806,U0176,2021-06-01,2021-06-02,2460,2410
TX00634_202107,L00634,T0806,U0176,2021-07-01,2021-07-01,2460,2460
TX00634_202108,L00634,T0806,U0176,2021-08-01,2021-08-02,2460,2460
TX00634_202109,L00634,T0806,U0176,2021-09-01,2021-09-01,2460,2460
TX00634_202110,L00634,T0806,U0176,2021-10-01,2021-10-02,2460,2410
TX00634_202111,L00634,T0806,U0176,2021-11-01,2021-11-02,2460,2460
TX00634_202112,L00634,T0806,U0176,2021-12-01,2021-12-01,2460,2410
TX00634_202201,L00634,T0806,U0176,2022-01-01,2022-01-01,2460,2360
TX00634_202202,L00634,T0806,U0176,2022-02-01,2022-02-01,2460,2360
TX00634_202203,L00634,T0806,U0176,2022-03-01,2022-03-02,2460,2460
TX00634_202204,L00634,T0806,U0176,2022-04-01,2022-04-11,2460,2460
TX00634_202205,L00634,T0806,U0176,2022-05-01,2022-05-04,2460,2410
TX00634_202206,L00634,T0806,U0176,2022-06-01,2022-06-01,2460,2460
TX00634_202207,L00634,T0806,U0176,2022-07-01,2022-07-02,2460,2460
TX00634_202208,L00634,T0806,U0176,2022-08-01,2022-08-04,2460,2435
TX00634_202209,L00634,T0806,U0176,2022-09-01,2022-09-01,2460,2410
TX00634_202210,L00634,T0806,U0176,2022-10-01,2022-10-11,2460,2460
TX00634_202211,L00634,T0806,U0176,2022-11-01,2022-11-01,2460,2460
TX00635_202306,L00635,T0439,U0197,2023-06-01,2023-06-04,985,985
TX00635_202307,L00635,T0439,U0197,2023-07-01,2023-07-04,985,885
TX00635_202308,L00635,T0439,U0197,2023-08-01,2023-08-01,985,985
TX00635_202309,L00635,T0439,U0197,2023-09-01,2023-09-01,985,985
TX00635_202310,L00635,T0439,U0197,2023-10-01,2023-10-02,985,960
TX00635_202311,L00635,T0439,U0197,2023-11-01,2023-11-02,985,885
TX00635_202312,L00635,T0439,U0197,2023-12-01,2023-12-01,985,985
TX00635_202401,L00635,T0439,U0197,2024-01-01,2024-01-04,985,985
TX00635_202402,L00635,T0439,U0197,2024-02-01,2024-02-02,985,985
TX00635_202403,L00635,T0439,U0197,2024-03-01,2024-03-04,985,985
TX00635_202404,L00635,T0439,U0197,2024-04-01,2024-04-02,985,885
TX00635_202405,L00635,T0439,U0197,2024-05-01,2024-05-01,985,985
TX00635_202406,L00635,T0439,U0197,2024-06-01,2024-06-02,985,985
TX00635_202407,L00635,T0439,U0197,2024-07-01,2024-07-02,985,985
TX00635_202408,L00635,T0439,U0197,2024-08-01,2024-08-04,985,935
TX00635_202409,L00635,T0439,U0197,2024-09-01,2024-09-01,985,985
TX00635_202410,L00635,T0439,U0197,2024-10-01,2024-10-04,985,985
TX00635_202411,L00635,T0439,U0197,2024-11-01,2024-11-02,985,985
TX00635_202412,L00635,T0439,U0197,2024-12-01,2024-12-01,985,985
TX00635_202501,L00635,T0439,U0197,2025-01-01,2025-01-01,985,985
TX00635_202502,L00635,T0439,U0197,2025-02-01,2025-02-04,985,985
TX00635_202503,L00635,T0439,U0197,2025-03-01,2025-03-02,985,985
TX00635_202504,L00635,T0439,U0197,2025-04-01,2025-04-01,985,985
TX00635_202505,L00635,T0439,U0197,2025-05-01,2025-05-01,985,985
TX00636_202401,L00636,T0318,U0111,2024-01-01,2024-01-04,1927,1927
TX00636_202402,L00636,T0318,U0111,2024-02-01,2024-02-02,1927,1927
TX00636_202403,L00636,T0318,U0111,2024-03-01,2024-03-04,1927,1877
TX00636_202404,L00636,T0318,U0111,2024-04-01,2024-04-01,1927,1927
TX00636_202405,L00636,T0318,U0111,2024-05-01,2024-05-02,1927,1927
TX00636_202406,L00636,T0318,U0111,2024-06-01,2024-06-11,1927,1902
TX00636_202407,L00636,T0318,U0111,2024-07-01,2024-07-02,1927,1927
TX00636_202408,L00636,T0318,U0111,2024-08-01,2024-08-01,1927,1927
TX00636_202409,L00636,T0318,U0111,2024-09-01,2024-09-01,1927,1927
TX00636_202410,L00636,T0318,U0111,2024-10-01,2024-10-11,1927,1927
TX00636_202411,L00636,T0318,U0111,2024-11-01,2024-11-04,1927,1877
TX00636_202412,L00636,T0318,U0111,2024-12-01,2024-12-04,1927,1927
TX00636_202501,L00636,T0318,U0111,2025-01-01,2025-01-02,1927,1927
TX00636_202502,L00636,T0318,U0111,2025-02-01,2025-02-11,1927,1877
TX00636_202503,L00636,T0318,U0111,2025-03-01,2025-03-01,1927,1927
TX00636_202504,L00636,T0318,U0111,2025-04-01,2025-04-02,1927,1927
TX00636_202505,L00636,T0318,U0111,2025-05-01,2025-05-04,1927,1877
TX00636_202506,L00636,T0318,U0111,2025-06-01,2025-06-04,1927,1927
TX00636_202507,L00636,T0318,U0111,2025-07-01,2025-07-02,1927,1927
TX00637_202108,L00637,T0301,U0055,2021-08-01,2021-08-04,1383,1333
TX00637_202109,L00637,T0301,U0055,2021-09-01,2021-09-01,1383,1383
TX00637_202110,L00637,T0301,U0055,2021-10-01,2021-10-01,1383,1333
TX00637_202111,L00637,T0301,U0055,2021-11-01,2021-11-01,1383,1383
TX00637_202112,L00637,T0301,U0055,2021-12-01,2021-12-01,1383,1333
TX00637_202201,L00637,T0301,U0055,2022-01-01,2022-01-02,1383,1383
TX00637_202202,L00637,T0301,U0055,2022-02-01,2022-02-01,1383,1383
TX00637_202203,L00637,T0301,U0055,2022-03-01,2022-03-04,1383,1358
TX00637_202204,L00637,T0301,U0055,2022-04-01,2022-04-01,1383,1383
TX00637_202205,L00637,T0301,U0055,2022-05-01,2022-05-01,1383,1333
TX00637_202206,L00637,T0301,U0055,2022-06-01,2022-06-01,1383,1333
TX00637_202207,L00637,T0301,U0055,2022-07-01,2022-07-02,1383,1383
TX00637_202208,L00637,T0301,U0055,2022-08-01,2022-08-01,1383,1383
TX00637_202209,L00637,T0301,U0055,2022-09-01,2022-09-02,1383,1383
TX00637_202210,L00637,T0301,U0055,2022-10-01,2022-10-01,1383,1333
TX00637_202211,L00637,T0301,U0055,2022-11-01,2022-11-02,1383,1383
TX00637_202212,L00637,T0301,U0055,2022-12-01,2022-12-04,1383,1283
TX00637_202301,L00637,T0301,U0055,2023-01-01,2023-01-01,1383,1358
TX00637_202302,L00637,T0301,U0055,2023-02-01,2023-02-02,1383,1283
TX00637_202303,L00637,T0301,U0055,2023-03-01,2023-03-01,1383,1283
TX00637_202304,L00637,T0301,U0055,2023-04-01,2023-04-01,1383,1383
TX00637_202305,L00637,T0301,U0055,2023-05-01,2023-05-01,1383,1383
TX00638_202406,L00638,T0343,U0459,2024-06-01,2024-06-02,2247,2247
TX00638_202407,L00638,T0343,U0459,2024-07-01,2024-07-01,2247,2247
TX00638_202408,L00638,T0343,U0459,2024-08-01,2024-08-01,2247,2247
TX00638_202409,L00638,T0343,U0459,2024-09-01,2024-09-01,2247,2247
TX00638_202410,L00638,T0343,U0459,2024-10-01,2024-10-01,2247,2247
TX00638_202411,L00638,T0343,U0459,2024-11-01,2024-11-04,2247,2247
TX00638_202412,L00638,T0343,U0459,2024-12-01,2024-12-01,2247,2247
TX00638_202501,L00638,T0343,U0459,2025-01-01,2025-01-01,2247,2247
TX00638_202502,L00638,T0343,U0459,2025-02-01,2025-02-11,2247,2222
TX00638_202503,L00638,T0343,U0459,2025-03-01,2025-03-02,2247,2247
TX00638_202504,L00638,T0343,U0459,2025-04-01,2025-04-01,2247,2247
TX00638_202505,L00638,T0343,U0459,2025-05-01,2025-05-04,2247,2197
TX00638_202506,L00638,T0343,U0459,2025-06-01,2025-06-02,2247,2247
TX00638_202507,L00638,T0343,U0459,2025-07-01,2025-07-01,2247,2247
TX00638_202508,L00638,T0343,U0459,2025-08-01,2025-08-04,2247,2247
TX00638_202509,L00638,T0343,U0459,2025-09-01,2025-09-01,2247,2197
TX00638_202510,L00638,T0343,U0459,2025-10-01,2025-10-01,2247,2247
TX00638_202511,L00638,T0343,U0459,2025-11-01,2025-11-01,2247,2247
TX00638_202512,L00638,T0343,U0459,2025-12-01,2025-12-01,2247,2247
TX00638_202601,L00638,T0343,U0459,2026-01-01,2026-01-04,2247,2247
TX00638_202602,L00638,T0343,U0459,2026-02-01,2026-02-02,2247,2197
TX00638_202603,L00638,T0343,U0459,2026-03-01,2026-03-01,2247,2197
TX00638_202604,L00638,T0343,U0459,2026-04-01,2026-04-01,2247,2247
TX00639_202306,L00639,T0010,U0178,2023-06-01,2023-06-01,1518,1518
TX00639_202307,L00639,T0010,U0178,2023-07-01,2023-07-11,1518,1518
TX00639_202308,L00639,T0010,U0178,2023-08-01,2023-08-01,1518,1518
TX00639_202309,L00639,T0010,U0178,2023-09-01,2023-09-01,1518,1468
TX00639_202310,L00639,T0010,U0178,2023-10-01,2023-10-11,1518,1518
TX00639_202311,L00639,T0010,U0178,2023-11-01,2023-11-01,1518,1518
TX00639_202312,L00639,T0010,U0178,2023-12-01,2023-12-02,1518,1518
TX00639_202401,L00639,T0010,U0178,2024-01-01,2024-01-02,1518,1493
TX00639_202402,L00639,T0010,U0178,2024-02-01,2024-02-02,1518,1518
TX00639_202403,L00639,T0010,U0178,2024-03-01,2024-03-01,1518,1493
TX00639_202404,L00639,T0010,U0178,2024-04-01,2024-04-02,1518,1518
TX00639_202405,L00639,T0010,U0178,2024-05-01,2024-05-02,1518,1518
TX00639_202406,L00639,T0010,U0178,2024-06-01,2024-06-01,1518,1418
TX00639_202407,L00639,T0010,U0178,2024-07-01,2024-07-04,1518,1518
TX00639_202408,L00639,T0010,U0178,2024-08-01,2024-08-04,1518,1518
TX00639_202409,L00639,T0010,U0178,2024-09-01,2024-09-04,1518,1518
TX00639_202410,L00639,T0010,U0178,2024-10-01,2024-10-02,1518,1518
TX00639_202411,L00639,T0010,U0178,2024-11-01,2024-11-01,1518,1518
TX00640_202512,L00640,T0061,U0420,2025-12-01,2025-12-02,820,820
TX00640_202601,L00640,T0061,U0420,2026-01-01,2026-01-02,820,795
TX00640_202602,L00640,T0061,U0420,2026-02-01,2026-02-01,820,820
