LeaseID,TenantID,UnitID,StartDate,EndDate,MonthlyRent,DepositAmount
L00404,T0778,U0428,2024-09-16,2025-11-20,1512,1360.8
L00405,T0295,U0336,2022-05-08,2024-04-07,2486,2237.4
L00406,T0010,U0336,2024-05-03,2025-01-16,1030,927.0
L00407,T0511,U0368,2021-01-12,2021-08-31,864,777.6
L00408,T0675,U0224,2021-07-14,2022-08-23,1916,1724.4
L00409,T0112,U0351,2022-05-05,2022-12-21,2244,2019.6000000000001
L00410,T0186,U0327,2023-03-06,2024-03-05,2124,1911.6000000000001
L00411,T0806,U0146,2023-05-31,2023-12-30,2097,1887.3
L00412,T0743,U0062,2021-07-01,2022-05-07,1788,1609.2
L00413,T0226,U0293,2023-08-20,2025-05-03,1086,977.4
L00414,T0309,U0322,2022-10-18,2024-06-20,2218,1996.2
L00415,T0097,U0442,2024-09-01,2026-07-09,2416,2174.4
L00416,T0054,U0324,2022-11-25,2024-06-29,2138,1924.2
L00417,T0622,U0012,2021-01-30,2022-06-16,1753,1577.7
L00418,T0663,U0430,2025-06-08,2026-07-02,1989,1790.1000000000001
L00419,T0757,U0493,2025-08-29,2027-01-19,1027,924.3000000000001
L00420,T0405,U0188,2025-12-25,2027-06-29,2215,1993.5
L00421,T0068,U0286,2025-12-22,2027-09-22,1940,1746.0
L00422,T0311,U0207,2024-01-25,2024-12-02,1019,917.1
L00423,T0288,U0113,2024-11-05,2025-09-01,1098,988.2
L00424,T0761,U0479,2023-02-17,2024-11-09,804,723.6
L00425,T0547,U0021,2022-03-20,2023-01-22,1395,1255.5
L00426,T0750,U0348,2021-10-25,2022-07-22,1716,1544.4
L00427,T0147,U0213,2023-03-19,2023-10-13,1029,926.1
L00428,T0466,U0170,2025-10-27,2027-09-30,1359,1223.1000000000001
L00429,T0738,U0322,2023-04-25,2024-09-18,2340,2106.0
L00430,T0243,U0053,2023-10-13,2025-01-31,1770,1593.0
L00431,T0490,U0393,2024-10-16,2025-08-21,1298,1168.2
L00432,T0848,U0297,2024-10-29,2026-02-13,1520,1368.0
L00433,T0957,U0319,2022-07-08,2023-06-25,1340,1206.0
L00434,T0506,U0125,2021-10-30,2022-05-21,2493,2243.7000000000003
L00435,T0364,U0276,2022-02-25,2022-11-30,1013,911.7
L00436,T0481,U0463,2024-06-23,2026-01-29,1870,1683.0
L00437,T0200,U0203,2025-10-10,2027-03-29,1161,1044.9
L00438,T0153,U0193,2024-06-14,2025-04-28,2307,2076.3
L00439,T0449,U0168,2025-04-07,2027-02-18,1185,1066.5
L00440,T0500,U0151,2021-07-04,2022-06-22,2375,2137.5
L00441,T0072,U0034,2022-04-13,2022-11-07,1109,998.1
L00442,T0712,U0183,2023-01-24,2024-11-29,726,653.4
L00443,T0295,U0285,2021-12-29,2023-06-12,1752,1576.8
L00444,T0016,U0056,2024-07-30,2025-11-20,970,873.0
L00445,T0640,U0221,2025-04-26,2026-05-02,1385,1246.5
L00446,T0216,U0302,2021-12-02,2022-08-02,1200,1080.0
L00447,T0060,U0162,2021-06-11,2022-07-10,1976,1778.4
L00448,T0938,U0018,2024-03-29,2025-03-09,1084,975.6
L00449,T0615,U0369,2025-02-06,2027-01-29,759,683.1
L00450,T0041,U0263,2025-06-13,2026-07-29,1830,1647.0
L00451,T0024,U0281,2024-09-07,2026-08-28,919,827.1
L00452,T0038,U0112,2021-01-12,2022-01-21,2164,1947.6000000000001
L00453,T0802,U0487,2024-12-18,2026-11-03,1470,1323.0
L00454,T0130,U0326,2024-01-02,2025-05-29,2381,2142.9
L00455,T0497,U0029,2022-08-11,2023-12-07,1263,1136.7
L00456,T0228,U0134,2021-07-20,2023-03-28,2295,2065.5
L00457,T0107,U0066,2022-06-06,2023-10-21,1245,1120.5
L00458,T0171,U0064,2022-05-20,2024-03-31,795,715.5
L00459,T0434,U0291,2025-10-28,2027-05-23,1688,1519.2
L00460,T0477,U0024,2025-09-08,2026-08-02,1812,1630.8
L00461,T0101,U0036,2023-02-27,2024-10-03,1527,1374.3
L00462,T0865,U0000,2023-11-29,2025-03-05,930,837.0
L00463,T0523,U0398,2021-03-01,2022-08-24,1667,1500.3
L00464,T0274,U0036,2022-08-01,2024-02-10,974,876.6
L00465,T0612,U0140,2021-11-17,2022-11-29,945,850.5
L00466,T0043,U0231,2024-12-29,2026-06-17,810,729.0
L00467,T0954,U0135,2025-07-18,2027-07-07,933,839.7
L00468,T0816,U0388,2025-08-27,2027-04-27,2001,1800.9
L00469,T0956,U0187,2024-12-02,2025-06-16,2200,1980.0
L00470,T0016,U0127,2023-07-12,2025-01-20,1116,1004.4
L00471,T0329,U0200,2024-11-10,2026-09-26,1377,1239.3
L00472,T0568,U0126,2025-08-22,2026-05-04,1851,1665.9
L00473,T0822,U0256,2022-07-23,2023-09-06,1960,1764.0
L00474,T0496,U0163,2024-01-07,2025-03-09,1502,1351.8
L00475,T0814,U0034,2024-05-02,2025-08-26,1318,1186.2
L00476,T0011,U0193,2024-08-01,2025-08-30,1851,1665.9
L00477,T0317,U0190,2022-06-11,2023-05-14,1406,1265.4
L00478,T0591,U0103,2022-06-08,2023-02-11,1550,1395.0
L00479,T0215,U0022,2022-09-05,2024-03-30,2117,1905.3
L00480,T0338,U0264,2024-03-25,2024-12-14,1174,1056.6000000000001
L00481,T0775,U0289,2024-09-25,2025-12-15,1354,1218.6000000000001
L00482,T0990,U0429,2021-05-05,2022-01-08,1094,984.6
L00483,T0660,U0461,2023-05-21,2024-10-28,810,729.0
L00484,T0080,U0383,2021-10-07,2023-06-01,789,710.1
L00485,T0726,U0259,2023-07-06,2024-06-23,1462,1315.8
L00486,T0484,U0413,2022-09-14,2023-07-05,2003,1802.7
L00487,T0373,U0478,2023-04-26,2024-05-29,2056,1850.4
L00488,T0975,U0357,2025-08-09,2026-03-07,1947,1752.3
L00489,T0709,U0074,2025-10-18,2027-09-20,1824,1641.6000000000001
L00490,T0199,U0354,2022-11-05,2024-04-10,831,747.9
L00491,T0536,U0071,2024-02-26,2025-09-04,1736,1562.4
L00492,T0465,U0258,2021-11-10,2022-09-15,1156,1040.4
L00493,T0088,U0397,2021-11-28,2023-11-16,2164,1947.6000000000001
L00494,T0267,U0187,2024-03-19,2024-09-16,797,717.3000000000001
L00495,T0654,U0460,2025-01-17,2025-10-24,1843,1658.7
L00496,T0570,U0172,2021-02-05,2023-01-18,992,892.8000000000001
L00497,T0921,U0479,2025-09-05,2026-04-30,2434,2190.6
L00498,T0488,U0289,2024-12-14,2026-07-05,1724,1551.6000000000001
L00499,T0876,U0044,2023-11-12,2025-04-15,1271,1143.9
L00500,T0537,U0060,2021-07-25,2022-02-09,949,854.1
L00501,T0046,U0082,2022-10-01,2023-12-09,1351,1215.9
L00502,T0287,U0122,2023-04-28,2024-09-05,848,763.2
L00503,T0777,U0357,2024-10-11,2025-05-16,2118,1906.2
L00504,T0015,U0015,2022-03-16,2024-03-01,743,668.7
L00505,T0710,U0065,2022-12-30,2024-07-17,2421,2178.9
L00506,T0400,U0423,2024-01-25,2024-08-17,2343,2108.7000000000003
L00507,T0918,U0144,2023-07-30,2025-04-23,1767,1590.3
L00508,T0793,U0374,2021-06-13,2022-10-28,1801,1620.9
L00509,T0980,U0161,2021-05-28,2023-04-20,1949,1754.1000000000001
L00510,T0085,U0233,2025-04-03,2025-10-12,861,774.9
L00511,T0249,U0379,2021-10-21,2023-04-24,952,856.8000000000001
L00512,T0390,U0143,2021-07-14,2022-10-27,831,747.9
L00513,T0781,U0357,2022-10-25,2024-03-19,2171,1953.9
L00514,T0334,U0187,2022-04-25,2023-07-09,1173,1055.7
L00515,T0628,U0321,2021-05-03,2022-05-22,2379,2141.1
L00516,T0518,U0449,2024-11-24,2026-06-13,1832,1648.8
L00517,T0136,U0473,2022-11-30,2024-09-07,1405,1264.5
L00518,T0882,U0012,2023-08-23,2025-04-08,1758,1582.2
L00519,T0687,U0183,2025-01-15,2025-09-20,2190,1971.0
L00520,T0839,U0110,2022-10-23,2024-08-04,974,876.6
L00521,T0497,U0414,2024-02-02,2024-11-11,886,797.4
L00522,T0826,U0289,2025-11-14,2026-10-20,1648,1483.2
L00523,T0726,U0294,2025-01-25,2026-02-08,942,847.8000000000001
L00524,T0476,U0450,2025-11-02,2026-12-02,963,866.7
L00525,T0593,U0391,2025-10-08,2026-11-03,1221,1098.9
L00526,T0222,U0214,2022-12-11,2024-10-28,1662,1495.8
L00527,T0989,U0461,2022-01-31,2022-08-14,2401,2160.9
L00528,T0371,U0119,2023-07-01,2025-05-08,2264,2037.6000000000001
L00529,T0934,U0381,2024-09-22,2026-02-15,1482,1333.8
L00530,T0994,U0054,2023-10-02,2024-12-10,1810,1629.0
L00531,T0401,U0026,2025-06-11,2026-05-28,1234,1110.6000000000001
L00532,T0442,U0117,2024-03-11,2026-01-17,909,818.1
L00533,T0489,U0220,2021-11-13,2023-08-25,745,670.5
L00534,T0614,U0230,2025-10-01,2027-04-17,2190,1971.0
L00535,T0272,U0052,2025-05-01,2027-03-18,2263,2036.7
L00536,T0525,U0294,2025-12-29,2027-12-05,725,652.5
L00537,T0158,U0320,2025-03-31,2026-08-17,1989,1790.1000000000001
L00538,T0151,U0400,2025-04-29,2026-05-27,874,786.6
L00539,T0994,U0232,2024-11-25,2025-12-17,2239,2015.1000000000001
L00540,T0619,U0157,2022-11-12,2023-10-26,2034,1830.6000000000001
L00541,T0187,U0436,2024-08-26,2026-01-17,1021,918.9
L00542,T0812,U0268,2022-05-10,2023-08-12,2302,2071.8
L00543,T0097,U0020,2022-07-10,2023-11-06,1858,1672.2
L00544,T0130,U0402,2022-09-02,2023-07-24,754,678.6
L00545,T0804,U0052,2025-12-02,2027-10-28,2266,2039.4
L00546,T0170,U0274,2021-04-19,2022-01-13,2309,2078.1
L00547,T0935,U0312,2025-12-24,2027-09-17,2254,2028.6000000000001
L00548,T0985,U0280,2022-01-07,2022-09-03,1879,1691.1000000000001
L00549,T0182,U0213,2023-05-05,2024-09-06,1367,1230.3
L00550,T0982,U0030,2022-09-08,2024-08-15,846,761.4
L00551,T0363,U0336,2023-02-07,2024-03-19,2208,1987.2
L00552,T0038,U0182,2021-07-25,2023-05-09,1298,1168.2
L00553,T0526,U0022,2023-04-27,2025-04-16,719,647.1
L00554,T0887,U0031,2021-02-12,2021-10-28,1992,1792.8
L00555,T0496,U0445,2023-05-15,2025-01-16,1032,928.8000000000001
L00556,T0515,U0073,2024-06-22,2025-05-20,2278,2050.2000000000003
L00557,T0348,U0009,2024-08-03,2026-03-06,1606,1445.4
L00558,T0981,U0483,2024-10-10,2026-01-11,1643,1478.7
L00559,T0920,U0455,2023-02-24,2023-10-18,1610,1449.0
L00560,T0396,U0053,2022-04-21,2023-04-21,1100,990.0
L00561,T0721,U0051,2021-03-24,2022-10-22,1649,1484.1000000000001
L00562,T0160,U0147,2024-02-08,2025-01-10,2029,1826.1000000000001
L00563,T0015,U0159,2021-07-09,2022-12-29,727,654.3000000000001
L00564,T0492,U0369,2023-03-11,2024-11-19,1166,1049.4
L00565,T0425,U0013,2023-07-25,2025-04-30,1983,1784.7
L00566,T0107,U0177,2021-09-08,2023-05-26,2257,2031.3
L00567,T0893,U0411,2025-10-14,2027-08-12,1681,1512.9
L00568,T0449,U0365,2021-10-18,2023-09-27,800,720.0
L00569,T0310,U0499,2025-07-27,2026-04-05,1250,1125.0
L00570,T0738,U0052,2024-05-09,2024-11-21,1501,1350.9
L00571,T0169,U0407,2025-12-26,2027-12-06,1052,946.8000000000001
L00572,T0545,U0334,2021-11-22,2023-04-11,2023,1820.7
L00573,T0413,U0021,2025-03-15,2027-03-10,2405,2164.5
L00574,T0250,U0029,2024-12-03,2025-12-19,995,895.5
L00575,T0758,U0190,2025-06-19,2026-11-24,1052,946.8000000000001
L00576,T0780,U0259,2025-12-19,2027-11-21,1607,1446.3
L00577,T0140,U0204,2023-04-17,2024-11-16,1853,1667.7
L00578,T0273,U0058,2022-05-23,2023-06-24,1718,1546.2
L00579,T0415,U0470,2023-01-01,2024-09-16,1879,1691.1000000000001
L00580,T0607,U0263,2025-06-13,2026-07-19,1797,1617.3
L00581,T0738,U0465,2021-03-13,2022-09-26,2065,1858.5
L00582,T0890,U0011,2024-06-24,2024-12-27,2188,1969.2
L00583,T0038,U0118,2022-10-03,2023-12-28,1813,1631.7
L00584,T0813,U0414,2025-10-14,2026-04-27,2302,2071.8
L00585,T0028,U0461,2023-07-29,2025-03-23,1154,1038.6000000000001
L00586,T0957,U0289,2022-08-31,2024-08-03,2471,2223.9
L00587,T0476,U0337,2025-05-30,2025-12-16,1411,1269.9
L00588,T0317,U0247,2022-07-20,2023-08-31,1679,1511.1000000000001
L00589,T0244,U0353,2024-09-29,2026-01-09,2055,1849.5
L00590,T0747,U0126,2021-02-23,2022-01-02,1438,1294.2
L00591,T0696,U0074,2025-10-20,2027-01-25,1676,1508.4
L00592,T0271,U0360,2022-06-12,2024-01-16,2071,1863.9
L00593,T0439,U0203,2022-09-03,2023-05-06,932,838.8000000000001
L00594,T0747,U0048,2025-04-05,2026-12-12,2321,2088.9
L00595,T0238,U0078,2025-05-01,2026-07-13,1723,1550.7
L00596,T0376,U0440,2021-07-12,2022-04-20,801,720.9
L00597,T0265,U0478,2021-02-27,2021-12-04,1652,1486.8
L00598,T0925,U0240,2024-12-31,2026-01-12,1180,1062.0
L00599,T0920,U0348,2024-02-09,2025-03-20,1937,1743.3
L00600,T0358,U0153,2021-05-09,2023-02-10,807,726.3000000000001
L00601,T0339,U0273,2022-12-07,2024-01-27,1888,1699.2
L00602,T0388,U0095,2023-05-02,2023-11-23,1672,1504.8
L00603,T0576,U0213,2024-09-11,2025-07-08,2326,2093.4
L00604,T0989,U0293,2021-01-08,2022-11-24,1403,1262.7
L00605,T0688,U0208,2021-01-29,2022-01-25,1034,930.6
L00606,T0002,U0342,2024-02-10,2026-02-01,785,706.5
L00607,T0428,U0087,2023-08-05,2024-12-11,1433,1289.7
L00608,T0141,U0305,2025-08-24,2026-11-19,1574,1416.6000000000001
L00609,T0375,U0263,2021-05-11,2022-06-26,2147,1932.3
L00610,T0669,U0424,2021-07-07,2023-02-26,2336,2102.4
L00611,T0323,U0389,2025-08-26,2027-05-09,2461,2214.9
L00612,T0145,U0324,2022-12-10,2024-10-15,1063,956.7
L00613,T0957,U0427,2025-02-07,2025-08-29,759,683.1
L00614,T0292,U0376,2024-10-19,2025-08-03,2205,1984.5
L00615,T0664,U0319,2024-05-12,2026-03-24,1973,1775.7
L00616,T0431,U0156,2021-07-31,2022-02-20,1259,1133.1000000000001
L00617,T0704,U0155,2025-07-03,2026-07-04,816,734.4
L00618,T0948,U0138,2021-10-03,2023-01-13,2462,2215.8
L00619,T0974,U0120,2024-01-02,2025-06-02,1573,1415.7
L00620,T0584,U0064,2025-08-30,2026-04-03,1614,1452.6000000000001
L00621,T0398,U0106,2025-12-01,2026-10-13,1667,1500.3
L00622,T0816,U0146,2021-08-31,2023-07-19,1698,1528.2
L00623,T0888,U0136,2025-12-16,2027-01-26,2268,2041.2
L00624,T0343,U0410,2024-01-31,2025-06-13,743,668.7
L00625,T0963,U0161,2023-09-14,2024-09-09,1208,1087.2
L00626,T0139,U0427,2022-11-16,2023-08-08,1888,1699.2
L00627,T0186,U0451,2021-06-20,2023-03-28,2091,1881.9
L00628,T0804,U0099,2022-10-15,2023-06-04,2015,1813.5
L00629,T0060,U0337,2021-07-07,2022-08-25,1548,1393.2
L00630,T0996,U0398,2025-01-04,2026-09-08,1616,1454.4
L00631,T0938,U0306,2024-01-15,2025-11-20,1597,1437.3
L00632,T0379,U0140,2025-02-08,2025-11-14,1498,1348.2
L00633,T0709,U0082,2021-02-21,2022-09-26,1575,1417.5
L00634,T0806,U0176,2021-04-21,2022-11-17,2460,2214.0
L00635,T0439,U0197,2023-05-27,2025-05-02,985,886.5
L00636,T0318,U0111,2023-12-03,2025-07-19,1927,1734.3
L00637,T0301,U0055,2021-07-30,2023-05-03,1383,1244.7
L00638,T0343,U0459,2024-05-08,2026-04-28,2247,2022.3
L00639,T0010,U0178,2023-05-08,2024-11-01,1518,1366.2
L00640,T0061,U0420,2025-11-11,2026-09-16,820,738.0
L00641,T0844,U0400,2022-09-19,2023-06-09,1644,1479.6000000000001
L00642,T0225,U0185,2023-11-16,2025-02-08,2479,2231.1
L00643,T0152,U0470,2021-10-26,2022-12-23,2387,2148.3
L00644,T0710,U0217,2024-01-06,2025-07-26,2387,2148.3
L00645,T0563,U0412,2023-07-13,2024-08-09,1717,1545.3
L00646,T0771,U0416,2021-05-17,2022-04-27,1911,1719.9
L00647,T0570,U0315,2023-11-10,2024-07-05,1606,1445.4
L00648,T0583,U0474,2022-03-16,2024-01-28,712,640.8000000000001
L00649,T0659,U0216,2021-07-30,2022-05-28,1302,1171.8
L00650,T0860,U0119,2023-01-22,2024-09-05,899,809.1
L00651,T0574,U0438,2025-04-24,2026-03-08,1285,1156.5
L00652,T0309,U0393,2022-03-11,2023-04-23,2491,2241.9
L00653,T0884,U0174,2023-02-19,2024-05-17,2179,1961.1000000000001
L00654,T0242,U0022,2024-05-15,2026-01-23,1147,1032.3
L00655,T0492,U0212,2022-03-15,2023-01-06,1540,1386.0
L00656,T0365,U0404,2025-12-08,2027-10-01,1794,1614.6000000000001
L00657,T0329,U0234,2022-10-28,2024-05-24,1289,1160.1000000000001
L00658,T0106,U0012,2023-12-02,2025-09-01,1853,1667.7
L00659,T0225,U0100,2022-02-15,2022-10-30,1588,1429.2
L00660,T0824,U0416,2025-03-27,2026-11-08,742,667.8000000000001
L00661,T0217,U0023,2023-03-17,2023-11-26,1219,1097.1000000000001
L00662,T0936,U0363,2022-09-02,2023-12-20,1736,1562.4
L00663,T0752,U0010,2022-03-03,2022-09-19,1424,1281.6000000000001
L00664,T0505,U0272,2024-07-22,2025-07-07,1322,1189.8
L00665,T0258,U0451,2025-01-11,2025-07-24,1687,1518.3
L00666,T0887,U0430,2023-06-21,2024-07-15,1502,1351.8
L00667,T0773,U0280,2023-07-31,2024-04-21,1234,1110.6000000000001
L00668,T0516,U0093,2023-01-12,2023-12-06,1001,900.9
L00669,T0772,U0200,2024-10-24,2026-04-28,2489,2240.1
L00670,T0053,U0020,2024-05-28,2026-03-18,1226,1103.4
L00671,T0046,U0339,2025-05-20,2026-04-15,2365,2128.5
L00672,T0726,U0466,2024-06-09,2025-04-25,2296,2066.4
L00673,T0688,U0210,2021-11-24,2022-07-30,1838,1654.2
L00674,T0520,U0139,2025-01-06,2026-03-21,1159,1043.1000000000001
L00675,T0098,U0292,2021-02-21,2023-01-22,1531,1377.9
L00676,T0019,U0297,2022-01-11,2023-07-15,1204,1083.6000000000001
L00677,T0889,U0400,2021-09-20,2023-05-11,2031,1827.9
L00678,T0752,U0100,2021-09-24,2022-07-01,1631,1467.9
L00679,T0572,U0303,2021-12-25,2023-02-20,1024,921.6
L00680,T0890,U0358,2024-09-02,2026-07-25,1278,1150.2
L00681,T0489,U0027,2024-09-09,2025-06-10,1460,1314.0
L00682,T0418,U0040,2025-08-17,2026-09-26,1898,1708.2
L00683,T0689,U0354,2022-10-14,2024-09-10,1550,1395.0
L00684,T0849,U0302,2025-05-06,2026-06-03,2237,2013.3
L00685,T0061,U0495,2025-07-11,2026-03-14,1895,1705.5
L00686,T0144,U0145,2024-12-15,2026-07-13,1659,1493.1000000000001
L00687,T0215,U0255,2021-02-15,2021-08-25,1201,1080.9
L00688,T0002,U0461,2022-08-23,2023-10-13,1033,929.7
L00689,T0159,U0226,2022-12-21,2024-07-21,983,884.7
L00690,T0738,U0235,2024-07-16,2026-02-22,1174,1056.6000000000001
L00691,T0997,U0360,2022-08-24,2024-06-13,1777,1599.3
L00692,T0780,U0379,2022-01-16,2023-02-21,2181,1962.9
L00693,T0119,U0454,2021-04-28,2022-03-29,2302,2071.8
L00694,T0892,U0488,2025-05-09,2027-01-06,2143,1928.7
L00695,T0088,U0012,2021-04-26,2022-03-29,2337,2103.3
L00696,T0328,U0209,2025-07-12,2027-02-27,1331,1197.9
L00697,T0579,U0228,2021-09-17,2023-02-04,1402,1261.8
L00698,T0909,U0396,2024-01-04,2025-07-07,1108,997.2
L00699,T0356,U0099,2025-02-12,2026-07-20,1681,1512.9
L00700,T0609,U0030,2021-11-01,2023-01-16,2027,1824.3
L00701,T0266,U0385,2021-01-07,2022-04-14,1258,1132.2
L00702,T0616,U0015,2022-01-01,2023-02-13,921,828.9
L00703,T0951,U0136,2025-07-16,2026-10-18,2256,2030.4
L00704,T0322,U0328,2022-06-07,2023-09-19,857,771.3000000000001
L00705,T0634,U0165,2024-10-03,2025-05-17,1047,942.3000000000001
L00706,T0987,U0458,2025-01-01,2026-01-29,1882,1693.8
L00707,T0540,U0309,2024-05-23,2024-12-12,1588,1429.2
L00708,T0648,U0439,2022-03-05,2023-07-18,1621,1458.9
L00709,T0194,U0469,2023-03-02,2024-05-28,1958,1762.2
L00710,T0920,U0480,2025-03-02,2026-07-07,1361,1224.9
L00711,T0737,U0099,2025-04-13,2026-10-07,1104,993.6
L00712,T0331,U0108,2023-01-17,2024-07-29,1980,1782.0
L00713,T0169,U0342,2022-01-02,2023-10-13,1376,1238.4
L00714,T0520,U0172,2021-11-09,2022-08-31,1288,1159.2
L00715,T0462,U0236,2022-06-22,2023-01-29,2320,2088.0
L00716,T0039,U0161,2023-07-10,2025-01-18,1257,1131.3
L00717,T0536,U0392,2023-12-14,2025-01-02,1604,1443.6000000000001
L00718,T0260,U0215,2025-04-14,2027-01-19,1770,1593.0
L00719,T0394,U0263,2025-01-30,2026-05-04,1936,1742.4
L00720,T0954,U0262,2023-05-15,2024-03-07,1178,1060.2
L00721,T0225,U0291,2024-04-02,2025-05-23,1186,1067.4
L00722,T0983,U0273,2023-02-21,2024-06-23,2294,2064.6
L00723,T0123,U0002,2021-11-30,2023-08-27,1265,1138.5
L00724,T0974,U0027,2025-04-20,2027-02-03,2065,1858.5
L00725,T0037,U0325,2023-03-09,2023-12-13,1223,1100.7
L00726,T0327,U0491,2021-12-14,2023-02-27,1403,1262.7
L00727,T0250,U0427,2021-09-30,2023-01-27,2226,2003.4
L00728,T0900,U0148,2023-08-21,2025-02-04,1729,1556.1000000000001
L00729,T0175,U0027,2022-12-21,2024-03-30,1520,1368.0
L00730,T0601,U0487,2025-11-09,2027-03-31,1867,1680.3
L00731,T0913,U0309,2024-12-08,2025-09-16,1557,1401.3
L00732,T0453,U0437,2022-05-15,2023-01-12,1984,1785.6000000000001
L00733,T0036,U0064,2024-01-22,2025-04-27,1284,1155.6000000000001
L00734,T0315,U0355,2022-11-16,2024-07-28,1385,1246.5
L00735,T0687,U0020,2021-03-20,2022-07-05,931,837.9
L00736,T0972,U0251,2022-09-14,2023-03-19,969,872.1
L00737,T0795,U0234,2024-05-25,2025-02-20,1639,1475.1000000000001
L00738,T0964,U0226,2023-08-05,2024-08-08,2170,1953.0
L00739,T0972,U0012,2021-12-24,2023-10-10,1573,1415.7
L00740,T0592,U0312,2022-09-10,2024-07-31,1945,1750.5
L00741,T0113,U0048,2022-05-22,2024-02-22,751,675.9
L00742,T0039,U0117,2025-05-02,2025-12-20,815,733.5
L00743,T0300,U0053,2024-04-19,2026-02-13,1237,1113.3
L00744,T0223,U0137,2022-07-30,2024-05-29,2288,2059.2000000000003
L00745,T0317,U0052,2024-06-23,2025-12-18,1240,1116.0
L00746,T0348,U0043,2021-09-01,2022-06-19,1742,1567.8
L00747,T0114,U0302,2022-05-21,2023-12-30,1514,1362.6000000000001
L00748,T0697,U0052,2022-02-26,2022-08-31,2115,1903.5
L00749,T0322,U0073,2024-09-05,2025-09-16,1490,1341.0
L00750,T0567,U0045,2024-01-16,2025-07-15,2352,2116.8
L00751,T0039,U0012,2021-08-05,2022-10-08,1317,1185.3
L00752,T0865,U0164,2025-02-22,2026-04-17,1118,1006.2
L00753,T0039,U0101,2025-03-23,2026-10-03,1008,907.2
L00754,T0858,U0279,2024-07-25,2026-05-06,2462,2215.8
L00755,T0972,U0257,2025-10-12,2027-07-08,1563,1406.7
L00756,T0748,U0469,2023-10-06,2025-04-03,885,796.5
L00757,T0288,U0336,2024-04-07,2025-07-20,960,864.0
L00758,T0261,U0355,2021-11-26,2023-07-01,2251,2025.9
L00759,T0215,U0397,2022-10-12,2023-06-06,1996,1796.4
L00760,T0146,U0137,2025-01-04,2026-12-05,859,773.1
L00761,T0335,U0162,2022-01-26,2023-05-24,1569,1412.1000000000001
L00762,T0167,U0408,2025-02-28,2025-12-19,1461,1314.9
L00763,T0091,U0386,2022-01-16,2023-02-09,923,830.7
L00764,T0352,U0110,2024-08-22,2025-03-30,1979,1781.1000000000001
L00765,T0570,U0101,2023-01-12,2023-12-30,879,791.1
L00766,T0570,U0016,2023-03-31,2024-05-17,719,647.1
L00767,T0815,U0267,2022-11-04,2024-06-08,2347,2112.3
L00768,T0680,U0181,2022-05-28,2023-01-01,1331,1197.9
L00769,T0780,U0371,2025-11-07,2026-09-01,2429,2186.1
L00770,T0362,U0023,2023-08-07,2025-01-02,2191,1971.9
L00771,T0556,U0028,2024-04-26,2025-09-23,2346,2111.4
L00772,T0344,U0170,2023-07-19,2025-07-06,1933,1739.7
L00773,T0692,U0408,2025-03-20,2025-11-28,2236,2012.4
L00774,T0169,U0227,2023-07-02,2024-07-06,757,681.3000000000001
L00775,T0355,U0377,2022-10-06,2024-02-21,1816,1634.4
L00776,T0190,U0187,2022-03-03,2023-01-23,1944,1749.6000000000001
L00777,T0666,U0345,2022-05-17,2023-08-23,1422,1279.8
L00778,T0421,U0229,2022-12-31,2024-01-27,1955,1759.5
L00779,T0699,U0320,2024-07-07,2026-01-31,2497,2247.3
L00780,T0006,U0339,2025-03-17,2026-08-17,2087,1878.3
L00781,T0132,U0118,2021-03-12,2021-09-29,1314,1182.6000000000001
L00782,T0746,U0155,2022-04-23,2023-02-01,1261,1134.9
L00783,T0556,U0271,2024-04-16,2026-01-21,1073,965.7
L00784,T0825,U0174,2022-04-02,2023-12-31,1321,1188.9
L00785,T0760,U0464,2021-07-08,2023-03-11,2179,1961.1000000000001
L00786,T0030,U0103,2021-10-18,2022-11-22,787,708.3000000000001
L00787,T0534,U0091,2025-03-24,2026-10-03,1743,1568.7
L00788,T0425,U0185,2025-11-24,2026-12-30,1713,1541.7
L00789,T0393,U0459,2023-07-09,2024-09-18,713,641.7
L00790,T0671,U0282,2021-10-19,2023-04-18,832,748.8000000000001
L00791,T0362,U0180,2023-01-26,2024-07-07,1757,1581.3
L00792,T0436,U0169,2025-07-17,2026-08-25,1591,1431.9
L00793,T0669,U0186,2024-07-30,2025-09-18,1931,1737.9
L00794,T0550,U0174,2025-04-17,2026-04-14,1922,1729.8
L00795,T0926,U0221,2022-01-12,2023-09-27,1291,1161.9
L00796,T0081,U0232,2025-08-09,2026-02-10,1282,1153.8
L00797,T0355,U0161,2024-03-25,2025-05-14,1878,1690.2
L00798,T0257,U0420,2022-05-23,2023-03-25,2313,2081.7000000000003
L00799,T0717,U0133,2024-12-07,2025-09-16,1801,1620.9
L00800,T0588,U0390,2022-06-12,2024-04-01,1895,1705.5
L00801,T0988,U0479,2024-10-10,2025-09-09,988,889.2
L00802,T0523,U0223,2022-07-13,2023-09-22,2268,2041.2
L00803,T0294,U0152,2025-11-22,2027-01-10,1712,1540.8
L00804,T0961,U0032,2024-04-25,2026-03-05,1578,1420.2
L00805,T0223,U0054,2023-11-21,2025-03-03,2143,1928.7
L00806,T0524,U0441,2021-09-17,2023-08-07,706,635.4
L00807,T0045,U0006,2022-02-25,2023-06-17,1883,1694.7
L00808,T0666,U0243,2025-04-02,2026-02-12,939,845.1
L00809,T0112,U0312,2025-04-24,2026-10-31,2146,1931.4
L00810,T0232,U0125,2021-10-31,2022-07-24,1235,1111.5
